,ticker,peak_cycle_date,bot_cycle_date,peak_pattern,bot_pattern,peak_date,bot_date,peak_hit,bot_hit,all_peak_count,all_bot_count,last_date,peak_difference,bot_difference,ATR_2,current_price,signal
899,OCC,2020-03-03,2020-07-13,"[21, 35, 44, 48, 53, 71, 86, 96]","[7, 14]","['2020-04-01', '2020-04-22', '2020-05-05', '2020-05-11', '2020-05-18', '2020-06-12', '2020-07-06', '2020-07-20']","['2020-07-22', '2020-07-31']","[1.5374999999999999, 0.875, 0.375, 0.125, 0.25, 0.25, 0.25, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",37,30,2020-08-12,113,22,0.0044890198987404045,2.7699999809265137,F
904,OCGN,2020-07-10,2020-07-14,"[7, 12]",[14],"['2020-07-21', '2020-07-28']",['2020-08-03'],"[2.3, 1.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",40,35,2020-08-12,23,21,0.0044351559681875905,0.5979999899864197,F
918,OGI,2020-04-28,2020-05-14,"[15, 21, 30, 63]","[21, 35, 49, 55]","['2020-05-19', '2020-05-28', '2020-06-10', '2020-07-28']","['2020-06-15', '2020-07-06', '2020-07-24', '2020-08-03']","[2.7, 0.75, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0]","[2.375, 0.5, 0.25, 0.5, 0.75, 0.0, 0.0, 0.25]",25,25,2020-08-12,74,62,0.002565067597037659,1.350000023841858,F
919,OIIM,2020-05-27,2020-07-08,"[24, 30, 39, 47]",[21],"['2020-06-30', '2020-07-09', '2020-07-22', '2020-08-03']",['2020-08-06'],"[1.5999999999999999, 1.0, 0.75, 0.25, 0.0, 0.25, 0.25, 0.0]","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]",25,27,2020-08-12,54,25,0.01097802738618053,2.9500000476837163,F
931,ONCT,2020-06-02,2020-07-31,"[14, 18, 40]",[5],"['2020-06-22', '2020-06-26', '2020-07-29']",['2020-08-07'],"[1.6, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0]","[1.4, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",36,41,2020-08-12,50,8,0.007166597487671103,2.9100000858306885,F
932,ONCY,2020-07-06,2020-06-29,"[13, 21]","[7, 20]","['2020-07-23', '2020-08-04']","['2020-07-09', '2020-07-28']","[2.05, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.5]","[1.55, 1.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0]",34,31,2020-08-12,27,31,0.003525011946776803,1.690000057220459,F
934,ONTX,2020-02-20,2020-06-29,"[37, 48, 78, 91, 105, 111]","[7, 18, 27]","['2020-04-14', '2020-04-29', '2020-06-11', '2020-06-30', '2020-07-21', '2020-07-29']","['2020-07-09', '2020-07-24', '2020-08-06']","[1.8666666666666667, 0.3333333333333333, 0.6666666666666666, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.0]","[1.6666666666666665, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0]",32,26,2020-08-12,121,31,0.004455508833349342,1.0599999427795408,F
935,ONVO,2020-02-12,2020-06-11,"[5, 12, 33, 63, 69, 77, 100]","[12, 30]","['2020-02-20', '2020-03-02', '2020-03-31', '2020-05-13', '2020-05-21', '2020-06-03', '2020-07-07']","['2020-06-29', '2020-07-24']","[1.7857142857142854, 0.5714285714285714, 0.5714285714285714, 0.2857142857142857, 0.2857142857142857, 0.0, 0.14285714285714285, 0.14285714285714285]","[2.25, 1.0, 1.0, 0.5, 0.0, 0.0, 0.5, 0.0]",27,23,2020-08-12,126,43,0.0019151760876608933,0.6899999976158142,T
940,OPGN,2020-07-09,2020-06-24,"[8, 21]","[14, 21, 31]","['2020-07-21', '2020-08-07']","['2020-07-15', '2020-07-24', '2020-08-07']","[1.95, 1.0, 0.5, 0.0, 0.5, 0.5, 0.0, 0.0]","[1.9333333333333331, 1.0, 0.3333333333333333, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0]",43,32,2020-08-12,24,34,0.014379211694090503,2.609999895095825,F
941,OPHC,2020-06-17,2020-05-28,"[9, 25, 36]","[10, 22, 33, 42]","['2020-06-30', '2020-07-23', '2020-08-07']","['2020-06-11', '2020-06-29', '2020-07-15', '2020-07-28']","[1.5666666666666667, 1.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.0]","[1.475, 1.0, 0.5, 0.25, 0.25, 0.0, 0.0, 0.0]",32,41,2020-08-12,39,53,0.018494632756450358,2.8199999332427983,F
952,OPTT,2020-04-20,2019-09-04,"[9, 19, 35, 40, 48, 58, 66]","[14, 25, 33, 45, 60, 68, 75, 91, 114, 123, 151, 159, 169, 175, 180, 186, 196, 203, 216]","['2020-05-01', '2020-05-15', '2020-06-09', '2020-06-16', '2020-06-26', '2020-07-13', '2020-07-23']","['2019-09-24', '2019-10-09', '2019-10-21', '2019-11-06', '2019-11-27', '2019-12-10', '2019-12-19', '2020-01-14', '2020-02-18', '2020-03-02', '2020-04-09', '2020-04-22', '2020-05-06', '2020-05-14', '2020-05-21', '2020-06-01', '2020-06-15', '2020-06-24', '2020-07-14']","[1.3999999999999997, 0.8571428571428571, 0.42857142857142855, 0.2857142857142857, 0.14285714285714285, 0.2857142857142857, 0.14285714285714285, 0.0]","[1.5842105263157895, 0.15789473684210525, 0.5263157894736842, 0.3157894736842105, 0.2631578947368421, 0.05263157894736842, 0.15789473684210525, 0.0]",36,29,2020-08-12,80,237,0.0073831989991355014,1.600000023841858,F
958,ORMP,2020-06-12,2020-06-11,"[15, 28, 37]","[19, 35]","['2020-07-06', '2020-07-23', '2020-08-05']","['2020-07-09', '2020-07-31']","[1.4333333333333331, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]","[1.55, 1.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0]",42,38,2020-08-12,42,43,0.004657014095253514,3.7100000381469727,F
968,OSS,2020-07-17,2020-07-09,[12],[15],['2020-08-04'],['2020-07-30'],"[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",36,37,2020-08-12,18,24,0.009234374842426129,2.299999952316284,F
974,OTIC,2020-06-10,2020-07-02,"[13, 21, 25, 29, 39]","[12, 21]","['2020-06-29', '2020-07-10', '2020-07-16', '2020-07-22', '2020-08-05']","['2020-07-21', '2020-08-03']","[1.32, 1.0, 0.4, 0.2, 0.2, 0.0, 0.0, 0.2]","[2.9, 1.0, 1.0, 0.0, 0.5, 0.0, 0.5, 0.0]",39,34,2020-08-12,44,28,0.006064860127639412,3.309999942779541,F
975,OTLK,2020-04-17,2020-07-14,"[12, 17, 31, 44, 48, 63, 67]","[9, 15]","['2020-05-05', '2020-05-12', '2020-06-02', '2020-06-19', '2020-06-25', '2020-07-17', '2020-07-23']","['2020-07-27', '2020-08-04']","[1.2714285714285714, 0.7142857142857143, 0.42857142857142855, 0.0, 0.14285714285714285, 0.14285714285714285, 0.2857142857142857, 0.0]","[1.75, 1.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0]",34,31,2020-08-12,81,21,0.0034745029707122176,1.3600000143051147,F
981,OXBR,2020-07-15,2019-10-23,[12],"[7, 21, 36, 61, 69, 80, 88, 96, 108, 141, 153, 170, 179, 190]",['2020-07-31'],"['2019-11-01', '2019-11-21', '2019-12-13', '2020-01-22', '2020-02-03', '2020-02-19', '2020-03-02', '2020-03-12', '2020-03-30', '2020-05-15', '2020-06-03', '2020-06-26', '2020-07-10', '2020-07-27']","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[1.3285714285714283, 0.07142857142857142, 0.5, 0.21428571428571427, 0.14285714285714285, 0.21428571428571427, 0.21428571428571427, 0.0]",39,30,2020-08-12,20,202,0.013727655780576905,2.0,F
987,OXSQ,2020-06-16,2020-04-16,"[12, 20]","[15, 21, 40, 48, 61, 70, 78]","['2020-07-02', '2020-07-15']","['2020-05-07', '2020-05-15', '2020-06-12', '2020-06-24', '2020-07-14', '2020-07-27', '2020-08-06']","[1.65, 1.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.0]","[1.9285714285714284, 0.7142857142857143, 0.5714285714285714, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.14285714285714285, 0.0]",23,25,2020-08-12,40,82,0.003120280227040247,2.8499999046325684,F
999,PANL,2020-05-11,2020-04-21,"[13, 18, 29, 33, 45, 49, 55, 60]","[28, 61, 72]","['2020-05-29', '2020-06-05', '2020-06-22', '2020-06-26', '2020-07-15', '2020-07-21', '2020-07-29', '2020-08-05']","['2020-06-01', '2020-07-17', '2020-08-03']","[1.5125, 0.75, 0.5, 0.375, 0.125, 0.0, 0.125, 0.25]","[1.7, 1.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0]",38,32,2020-08-12,65,79,0.007290594619848213,2.5899999141693115,F
1003,PAVM,2020-06-19,2020-06-11,"[11, 15, 21]","[35, 39]","['2020-07-07', '2020-07-13', '2020-07-21']","['2020-07-31', '2020-08-06']","[1.9, 1.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]","[2.15, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]",37,34,2020-08-12,37,43,0.002658279675055077,2.009999990463257,F
1004,PAVMW,2019-09-23,2020-04-20,"[66, 70, 100, 105, 129, 143, 147, 160, 179]","[7, 18, 35, 69]","['2019-12-26', '2020-01-02', '2020-02-14', '2020-02-24', '2020-03-27', '2020-04-17', '2020-04-23', '2020-05-12', '2020-06-09']","['2020-04-29', '2020-05-14', '2020-06-09', '2020-07-28']","[1.5444444444444445, 0.0, 0.4444444444444444, 0.4444444444444444, 0.3333333333333333, 0.1111111111111111, 0.0, 0.0]","[1.925, 0.75, 0.5, 0.25, 0.5, 0.0, 0.0, 0.0]",11,16,2020-08-12,224,80,0.0032756907007872853,1.3700000047683716,F
1011,PBIO,2019-05-06,2020-07-01,"[18, 30, 35, 40, 63, 88, 96, 107, 121, 155, 161, 182, 186, 190, 197, 205, 238, 252, 258, 278, 291, 307, 317]","[11, 21]","['2019-05-31', '2019-06-18', '2019-06-25', '2019-07-02', '2019-08-05', '2019-09-10', '2019-09-20', '2019-10-07', '2019-10-25', '2019-12-13', '2019-12-23', '2020-01-24', '2020-01-30', '2020-02-05', '2020-02-14', '2020-02-27', '2020-04-15', '2020-05-05', '2020-05-13', '2020-06-11', '2020-06-30', '2020-07-23', '2020-08-06']","['2020-07-17', '2020-07-31']","[1.2652173913043478, 0.08695652173913043, 0.34782608695652173, 0.2608695652173913, 0.2608695652173913, 0.13043478260869565, 0.08695652173913043, 0.0]","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]",31,32,2020-08-12,321,29,0.005120506558713318,2.0,F
1014,PBTS,2019-12-10,2020-07-02,"[5, 22, 27, 32, 60, 72, 87, 91, 100, 105, 110, 115, 120, 124, 134, 144, 153, 164]","[7, 15, 21]","['2019-12-17', '2020-01-13', '2020-01-21', '2020-01-28', '2020-03-09', '2020-03-25', '2020-04-16', '2020-04-22', '2020-05-05', '2020-05-12', '2020-05-19', '2020-05-27', '2020-06-03', '2020-06-09', '2020-06-23', '2020-07-08', '2020-07-21', '2020-08-05']","['2020-07-14', '2020-07-24', '2020-08-03']","[1.3666666666666663, 0.1111111111111111, 0.4444444444444444, 0.3888888888888889, 0.1111111111111111, 0.2222222222222222, 0.2222222222222222, 0.05555555555555555]","[2.5666666666666664, 1.0, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0]",32,33,2020-08-12,169,28,0.008561610038454195,2.9000000953674316,F
1034,PDLI,2020-05-12,2020-06-12,"[9, 17, 35, 60]","[21, 30, 39]","['2020-05-26', '2020-06-05', '2020-07-01', '2020-08-06']","['2020-07-14', '2020-07-27', '2020-08-07']","[1.9, 1.0, 0.5, 0.5, 0.25, 0.0, 0.25, 0.0]","[2.3, 1.0, 1.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]",33,28,2020-08-12,64,42,0.004294878223954337,3.309999942779541,F
1035,PDSB,2020-01-07,2020-05-13,"[12, 21, 40, 57, 69, 75, 87, 106, 112, 120, 125, 135, 139, 145]","[20, 30, 36, 42]","['2020-01-24', '2020-02-06', '2020-03-05', '2020-03-30', '2020-04-16', '2020-04-24', '2020-05-12', '2020-06-09', '2020-06-17', '2020-06-29', '2020-07-07', '2020-07-21', '2020-07-27', '2020-08-04']","['2020-06-11', '2020-06-25', '2020-07-06', '2020-07-14']","[1.4928571428571427, 0.07142857142857142, 0.5714285714285714, 0.42857142857142855, 0.14285714285714285, 0.21428571428571427, 0.14285714285714285, 0.0]","[2.1999999999999997, 1.0, 0.75, 0.5, 0.25, 0.0, 0.25, 0.0]",38,37,2020-08-12,151,63,0.01794657364017595,2.940000057220459,F
1039,PEER,2020-05-19,2020-04-02,[48],"[25, 34, 40, 72, 77]",['2020-07-28'],"['2020-05-08', '2020-05-21', '2020-06-01', '2020-07-16', '2020-07-23']","[2.7, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[1.5400000000000003, 1.0, 0.2, 0.4, 0.2, 0.4, 0.2, 0.2]",26,21,2020-08-12,59,91,0.011401611185446402,1.5,F
1048,PETZ,2020-07-15,2019-12-11,[15],"[12, 28, 35, 54, 64, 70, 77, 86, 96, 108, 112, 119, 146, 156]",['2020-08-05'],"['2019-12-30', '2020-01-23', '2020-02-03', '2020-03-02', '2020-03-16', '2020-03-24', '2020-04-02', '2020-04-16', '2020-04-30', '2020-05-18', '2020-05-22', '2020-06-03', '2020-07-13', '2020-07-27']","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[1.75, 0.07142857142857142, 0.35714285714285715, 0.14285714285714285, 0.42857142857142855, 0.21428571428571427, 0.2857142857142857, 0.0]",36,36,2020-08-12,20,168,0.0064752088129203115,1.3650000095367432,F
1058,PFIE,2020-07-27,2019-11-29,[7],"[20, 27, 35, 61, 70, 76, 86, 105, 114, 120, 145, 158]",['2020-08-05'],"['2019-12-30', '2020-01-09', '2020-01-22', '2020-02-28', '2020-03-12', '2020-03-20', '2020-04-03', '2020-05-01', '2020-05-14', '2020-05-22', '2020-06-29', '2020-07-17']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.3749999999999998, 0.08333333333333333, 0.3333333333333333, 0.5, 0.25, 0.08333333333333333, 0.08333333333333333, 0.0]",32,32,2020-08-12,12,176,0.0022473183701432397,0.8149999976158142,T
1063,PFMT,2020-06-16,2020-05-11,"[30, 36]",[7],"['2020-07-29', '2020-08-06']",['2020-05-20'],"[2.25, 1.0, 1.0, 0.5, 0.0, 0.0, 0.5, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",30,25,2020-08-12,40,65,0.001587411898027563,0.6000000238418579,T
1074,PHIO,2020-01-09,2020-05-28,"[17, 28, 36, 42, 56, 65, 84, 89, 97, 105, 113, 120, 125, 133, 142]","[5, 12, 25, 34, 42]","['2020-02-04', '2020-02-20', '2020-03-03', '2020-03-11', '2020-03-31', '2020-04-14', '2020-05-11', '2020-05-18', '2020-05-29', '2020-06-10', '2020-06-22', '2020-07-01', '2020-07-09', '2020-07-21', '2020-08-03']","['2020-06-04', '2020-06-15', '2020-07-02', '2020-07-16', '2020-07-28']","[1.6600000000000001, 0.0, 0.3333333333333333, 0.26666666666666666, 0.4, 0.13333333333333333, 0.2, 0.06666666666666667]","[1.7599999999999998, 1.0, 0.4, 0.4, 0.2, 0.0, 0.2, 0.4]",38,32,2020-08-12,149,53,0.009221843838609734,2.559999942779541,F
1076,PHUN,2020-07-15,2019-06-07,[14],"[14, 21, 32, 42, 48, 81, 85, 95, 102, 115, 127, 135, 142, 163, 168, 192, 196, 219, 228, 239, 257, 272, 289]",['2020-08-04'],"['2019-06-27', '2019-07-09', '2019-07-24', '2019-08-07', '2019-08-15', '2019-10-02', '2019-10-08', '2019-10-22', '2019-10-31', '2019-11-19', '2019-12-06', '2019-12-18', '2019-12-30', '2020-01-30', '2020-02-06', '2020-03-12', '2020-03-18', '2020-04-21', '2020-05-04', '2020-05-19', '2020-06-15', '2020-07-07', '2020-07-30']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.3695652173913042, 0.2608695652173913, 0.43478260869565216, 0.17391304347826086, 0.21739130434782608, 0.21739130434782608, 0.17391304347826086, 0.0]",35,32,2020-08-12,20,298,0.004982351642134166,1.4900000095367432,F
1082,PIRS,2020-07-07,2020-03-12,[7],"[15, 28, 36, 44, 58, 63, 85, 90, 98]",['2020-07-16'],"['2020-04-02', '2020-04-22', '2020-05-04', '2020-05-14', '2020-06-04', '2020-06-11', '2020-07-14', '2020-07-21', '2020-07-31']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.5444444444444443, 0.0, 0.4444444444444444, 0.3333333333333333, 0.3333333333333333, 0.0, 0.1111111111111111, 0.0]",40,39,2020-08-12,26,106,0.006093310272158501,3.240000009536743,F
1098,PLXP,2020-05-15,2020-06-11,"[6, 12, 32, 49]","[12, 16, 24]","['2020-05-26', '2020-06-03', '2020-07-01', '2020-07-27']","['2020-06-29', '2020-07-06', '2020-07-16']","[1.575, 0.75, 0.5, 0.0, 0.25, 0.25, 0.25, 0.0]","[1.8666666666666667, 1.0, 0.6666666666666666, 0.0, 0.0, 0.6666666666666666, 0.6666666666666666, 0.0]",36,40,2020-08-12,61,43,0.008132996892816215,3.6719999313354488,F
1100,PLYA,2020-07-02,2020-07-14,"[9, 18]",[14],"['2020-07-16', '2020-07-29']",['2020-08-03'],"[1.4, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",34,29,2020-08-12,28,21,0.005431233196427808,3.9000000953674316,F
1101,PMBC,2020-05-29,2020-05-14,"[6, 23, 36, 40, 45]","[12, 21, 30, 40, 51, 56]","['2020-06-08', '2020-07-01', '2020-07-21', '2020-07-27', '2020-08-03']","['2020-06-02', '2020-06-15', '2020-06-26', '2020-07-13', '2020-07-28', '2020-08-04']","[1.46, 1.0, 0.6, 0.4, 0.0, 0.2, 0.2, 0.0]","[2.1333333333333333, 0.8333333333333334, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.0]",32,30,2020-08-12,52,62,0.0049711465724918006,3.740000009536743,F
1103,PME,2020-04-14,2020-05-11,"[13, 30, 42, 54, 70, 80]","[21, 52]","['2020-05-01', '2020-05-27', '2020-06-12', '2020-06-30', '2020-07-23', '2020-08-06']","['2020-06-10', '2020-07-24']","[1.9166666666666665, 0.8333333333333334, 0.5, 0.5, 0.3333333333333333, 0.16666666666666666, 0.0, 0.16666666666666666]","[1.7, 0.5, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]",34,33,2020-08-12,84,65,0.002084362947480526,1.0,T
1108,PNNT,2020-05-28,2020-07-09,"[7, 24, 40]",[7],"['2020-06-08', '2020-07-01', '2020-07-24']",['2020-07-20'],"[2.033333333333333, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",31,31,2020-08-12,53,24,0.004429074916218917,3.630000114440918,F
1113,POAI,2020-07-24,2020-04-02,[7],"[15, 24, 49, 63, 68, 72, 82]",['2020-08-04'],"['2020-04-24', '2020-05-07', '2020-06-12', '2020-07-02', '2020-07-10', '2020-07-16', '2020-07-30']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.8428571428571425, 0.5714285714285714, 0.5714285714285714, 0.14285714285714285, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.0]",40,29,2020-08-12,13,91,0.004666501386794418,1.4900000095367432,F
1115,POLA,2020-06-30,2020-06-03,"[8, 15, 24]","[28, 34, 39]","['2020-07-13', '2020-07-22', '2020-08-04']","['2020-07-14', '2020-07-22', '2020-07-29']","[1.7666666666666666, 1.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0]","[1.4333333333333333, 1.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333]",35,36,2020-08-12,30,49,0.013474768137948243,2.2799999713897705,F
1125,PPSI,2020-06-30,2020-06-12,"[15, 19, 24]","[6, 21, 25, 33]","['2020-07-22', '2020-07-28', '2020-08-04']","['2020-06-22', '2020-07-14', '2020-07-20', '2020-07-30']","[1.6666666666666667, 1.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0]","[1.775, 1.0, 0.75, 0.25, 0.25, 0.0, 0.0, 0.0]",38,38,2020-08-12,30,42,0.007745958584553589,1.7000000476837158,F
1140,PRPH,2020-07-14,2020-07-09,"[9, 15]","[14, 21]","['2020-07-27', '2020-08-04']","['2020-07-29', '2020-08-07']","[1.75, 1.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0]","[2.8, 1.0, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0]",25,40,2020-08-12,21,24,0.017122802737191533,2.8499999046325684,F
1146,PRTH,2020-05-29,2020-04-23,"[8, 12, 24, 35, 48]","[13, 28, 34, 45, 56, 63, 69]","['2020-06-10', '2020-06-16', '2020-07-02', '2020-07-20', '2020-08-06']","['2020-05-12', '2020-06-03', '2020-06-11', '2020-06-26', '2020-07-14', '2020-07-23', '2020-07-31']","[2.2399999999999998, 1.0, 0.6, 0.2, 0.2, 0.6, 0.6, 0.0]","[1.7714285714285714, 0.5714285714285714, 0.42857142857142855, 0.14285714285714285, 0.42857142857142855, 0.14285714285714285, 0.0, 0.2857142857142857]",41,42,2020-08-12,52,77,0.009284103597295793,2.25,F
1155,PSCE,2020-07-06,2020-07-10,[14],"[6, 15]",['2020-07-24'],"['2020-07-20', '2020-07-31']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.75, 1.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0]",40,38,2020-08-12,27,23,0.0045886052752154675,3.950000047683716,F
1164,PSHG,2020-07-21,2020-06-29,[7],"[5, 24]",['2020-07-30'],"['2020-07-07', '2020-08-03']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.05, 1.0, 0.5, 0.5, 0.0, 0.5, 0.5, 0.5]",30,30,2020-08-12,16,31,0.0019458233345964614,0.6299999952316284,T
1170,PSTV,2020-06-18,2020-06-26,"[6, 12, 27, 35]","[14, 24]","['2020-06-26', '2020-07-07', '2020-07-28', '2020-08-07']","['2020-07-17', '2020-07-31']","[2.025, 1.0, 0.75, 0.25, 0.25, 0.0, 0.25, 0.0]","[2.45, 1.0, 0.5, 0.0, 0.5, 0.5, 0.5, 0.0]",38,30,2020-08-12,38,32,0.008659201561557745,2.619999885559082,F
1171,PT,2020-06-10,2020-06-04,"[7, 24, 35]","[7, 36]","['2020-06-19', '2020-07-15', '2020-07-30']","['2020-06-15', '2020-07-27']","[2.6, 1.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0]","[2.3, 1.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0]",35,30,2020-08-12,44,48,0.0045208505841127,1.1299999952316284,F
1176,PTE,2020-06-15,2020-05-15,"[10, 14, 24, 28, 37]","[28, 36]","['2020-06-29', '2020-07-06', '2020-07-20', '2020-07-24', '2020-08-06']","['2020-06-25', '2020-07-08']","[1.6, 0.8, 0.2, 0.2, 0.4, 0.2, 0.2, 0.0]","[2.3, 1.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0]",41,34,2020-08-12,41,61,0.007096634073934972,1.4500000476837158,F
1181,PTI,2020-03-25,2020-03-16,"[14, 24, 33, 39, 51, 60, 64, 80, 91]","[5, 13, 27, 52, 63, 74, 91]","['2020-04-15', '2020-04-29', '2020-05-12', '2020-05-20', '2020-06-08', '2020-06-19', '2020-06-25', '2020-07-20', '2020-08-04']","['2020-03-23', '2020-04-02', '2020-04-23', '2020-05-29', '2020-06-15', '2020-06-30', '2020-07-24']","[1.588888888888889, 0.0, 0.5555555555555556, 0.2222222222222222, 0.2222222222222222, 0.3333333333333333, 0.2222222222222222, 0.0]","[1.2714285714285714, 0.5714285714285714, 0.2857142857142857, 0.14285714285714285, 0.2857142857142857, 0.0, 0.0, 0.2857142857142857]",34,30,2020-08-12,97,104,0.003186668418714957,1.350000023841858,F
1183,PTMN,2019-12-06,2020-05-06,"[9, 35, 56, 74, 144, 157]","[6, 28, 36, 44, 60]","['2019-12-19', '2020-01-29', '2020-02-28', '2020-03-25', '2020-07-06', '2020-07-23']","['2020-05-14', '2020-06-16', '2020-06-26', '2020-07-09', '2020-07-31']","[1.55, 0.5, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.0]","[1.8199999999999998, 0.8, 0.6, 0.2, 0.2, 0.0, 0.4, 0.0]",19,24,2020-08-12,171,68,0.0017113320793855278,1.2999999523162842,T
1191,PULM,2020-07-22,2020-03-18,[7],"[10, 21, 40, 49, 54, 72, 81, 92]",['2020-07-31'],"['2020-04-01', '2020-04-17', '2020-05-14', '2020-05-28', '2020-06-04', '2020-06-30', '2020-07-14', '2020-07-29']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.625, 0.75, 0.5, 0.25, 0.25, 0.25, 0.125, 0.0]",39,34,2020-08-12,15,102,0.003193996005306325,1.2200000286102295,F
1199,PXLW,2020-05-12,2020-06-26,"[17, 37, 42, 48]",[7],"['2020-06-05', '2020-07-06', '2020-07-13', '2020-07-21']",['2020-07-08'],"[1.575, 0.75, 0.5, 0.0, 0.25, 0.25, 0.25, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",34,33,2020-08-12,64,32,0.006463580115809172,2.549999952316284,F
1200,PXS,2020-04-21,2020-05-07,"[5, 9, 30, 41, 56, 63, 72]","[12, 25, 35, 44, 48]","['2020-04-28', '2020-05-04', '2020-06-03', '2020-06-18', '2020-07-10', '2020-07-21', '2020-08-03']","['2020-05-26', '2020-06-12', '2020-06-26', '2020-07-10', '2020-07-16']","[1.8999999999999997, 0.7142857142857143, 0.5714285714285714, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285]","[1.7799999999999998, 0.8, 0.4, 0.4, 0.2, 0.2, 0.4, 0.0]",35,32,2020-08-12,79,67,0.0016279156412118535,0.8040000200271606,T
1220,QRHC,2020-05-27,2020-06-30,"[5, 36, 45]",[24],"['2020-06-03', '2020-07-17', '2020-07-30']",['2020-08-04'],"[1.9666666666666666, 1.0, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333]","[2.7, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]",36,33,2020-08-12,54,30,0.004798983950545406,2.0,F
