ticker,peak_cycle_date,bot_cycle_date,peak_pattern,bot_pattern,peak_date,bot_date,peak_hit,bot_hit,all_peak_count,all_bot_count,last_date,peak_difference,bot_difference,ATR_2,current_price,signal
ABG,2020-06-16,2020-04-22,"[21, 28, 35]","[16, 27, 35, 45, 61, 70]","['2020-07-16', '2020-07-27', '2020-08-05']","['2020-05-14', '2020-06-01', '2020-06-11', '2020-06-25', '2020-07-20', '2020-07-31']","[2.833333333333333, 1.0, 0.3333333333333333, 0.3333333333333333, 1.0, 0.0, 0.0, 0.0]","[1.6333333333333333, 0.8333333333333334, 0.3333333333333333, 0.5, 0.3333333333333333, 0.16666666666666666, 0.0, 0.0]",45,35,2020-08-12,40,78,0.09938699571265608,110.51000213623048,F
ABM,2020-06-19,2020-05-06,[21],"[6, 16, 27, 36, 44, 56, 60]",['2020-07-21'],"['2020-05-14', '2020-05-29', '2020-06-15', '2020-06-26', '2020-07-09', '2020-07-27', '2020-07-31']","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.5857142857142854, 0.7142857142857143, 0.5714285714285714, 0.14285714285714285, 0.14285714285714285, 0.2857142857142857, 0.2857142857142857, 0.0]",39,41,2020-08-12,37,68,0.026858656245835867,38.59000015258789,F
ABR,2020-06-16,2020-04-21,"[7, 21, 25]","[9, 17, 28, 36, 48, 56]","['2020-06-25', '2020-07-16', '2020-07-22']","['2020-05-04', '2020-05-14', '2020-06-01', '2020-06-11', '2020-06-29', '2020-07-10']","[2.1666666666666665, 1.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0]","[1.8666666666666665, 0.8333333333333334, 0.5, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0]",32,32,2020-08-12,40,79,0.012765883286381449,11.829999923706055,F
ABT,2020-03-30,2020-06-11,"[14, 30, 42, 49, 57, 80, 84, 89]","[10, 18, 22, 35]","['2020-04-20', '2020-05-12', '2020-05-29', '2020-06-09', '2020-06-19', '2020-07-23', '2020-07-29', '2020-08-05']","['2020-06-25', '2020-07-08', '2020-07-14', '2020-07-31']","[2.125, 0.625, 0.5, 0.25, 0.5, 0.125, 0.125, 0.125]","[1.35, 1.0, 0.25, 0.5, 0.25, 0.0, 0.0, 0.0]",36,41,2020-08-12,94,43,0.041811655764235164,100.6500015258789,F
AC,2020-06-05,2020-05-14,"[8, 27, 35]","[20, 30]","['2020-06-17', '2020-07-15', '2020-07-27']","['2020-06-12', '2020-06-26']","[1.6, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0]","[1.5, 1.0, 0.5, 1.0, 0.0, 0.0, 0.0, 0.0]",39,37,2020-08-12,47,62,0.05245395985337476,39.47999954223633,F
ACA,2020-06-16,2020-02-27,"[5, 11, 24, 30]","[15, 34, 54, 75, 84, 92, 104, 108]","['2020-06-23', '2020-07-01', '2020-07-21', '2020-07-29']","['2020-03-19', '2020-04-16', '2020-05-14', '2020-06-15', '2020-06-26', '2020-07-09', '2020-07-27', '2020-07-31']","[1.5999999999999999, 1.0, 0.5, 0.5, 0.0, 0.25, 0.25, 0.25]","[1.625, 0.5, 0.625, 0.25, 0.125, 0.125, 0.25, 0.125]",43,34,2020-08-12,40,116,0.02859087626336823,45.61999893188477,F
ACB,2020-03-27,2020-06-29,"[9, 21, 35, 50, 60, 75, 84, 89]","[7, 18, 24]","['2020-04-09', '2020-04-28', '2020-05-18', '2020-06-09', '2020-06-23', '2020-07-15', '2020-07-28', '2020-08-04']","['2020-07-09', '2020-07-24', '2020-08-03']","[2.2875, 0.625, 0.625, 0.5, 0.375, 0.0, 0.25, 0.125]","[2.1, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0]",36,41,2020-08-12,95,31,0.023296553692255882,9.800000190734863,F
ACC,2020-06-16,2020-06-29,"[12, 20, 30]","[7, 15, 24, 28]","['2020-07-02', '2020-07-15', '2020-07-29']","['2020-07-09', '2020-07-21', '2020-08-03', '2020-08-07']","[1.7999999999999998, 1.0, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0, 0.3333333333333333, 0.0]","[2.3000000000000003, 1.0, 0.5, 0.25, 0.5, 0.25, 0.25, 0.0]",39,37,2020-08-13,41,32,0.03178044653621328,34.560001373291016,F
ACCO,2020-01-17,2020-05-14,"[17, 30, 48, 59, 70, 84, 90, 97, 123, 133]","[6, 21, 29, 38, 45, 54]","['2020-02-12', '2020-03-03', '2020-03-27', '2020-04-14', '2020-04-29', '2020-05-19', '2020-05-28', '2020-06-08', '2020-07-15', '2020-07-29']","['2020-05-22', '2020-06-15', '2020-06-25', '2020-07-09', '2020-07-20', '2020-07-31']","[1.64, 0.0, 0.5, 0.3, 0.3, 0.1, 0.2, 0.0]","[1.45, 1.0, 0.6666666666666666, 0.16666666666666666, 0.16666666666666666, 0.0, 0.0, 0.0]",32,34,2020-08-12,143,62,0.008091274391627112,6.920000076293945,F
ACEL,2020-05-11,2020-04-03,"[18, 24, 28, 36, 45, 55]","[7, 12, 28, 49, 58, 65, 78, 84]","['2020-06-05', '2020-06-15', '2020-06-19', '2020-07-01', '2020-07-15', '2020-07-29']","['2020-04-15', '2020-04-22', '2020-05-14', '2020-06-15', '2020-06-26', '2020-07-08', '2020-07-27', '2020-08-04']","[1.9999999999999998, 0.8333333333333334, 0.6666666666666666, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666]","[1.9125, 0.625, 0.375, 0.125, 0.5, 0.0, 0.25, 0.0]",32,35,2020-08-12,65,90,0.022944628929623002,9.8100004196167,F
ACH,2020-07-20,2020-06-11,"[7, 12]","[12, 25, 30, 35]","['2020-07-29', '2020-08-05']","['2020-06-29', '2020-07-17', '2020-07-24', '2020-07-31']","[2.3, 1.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0]","[2.075, 1.0, 0.5, 0.75, 0.25, 0.0, 0.25, 0.0]",35,38,2020-08-12,17,43,0.009375923324234522,6.639999866485597,F
ACM,2020-07-15,2020-07-09,"[10, 14]","[7, 12, 16, 21]","['2020-07-29', '2020-08-04']","['2020-07-20', '2020-07-27', '2020-07-31', '2020-08-07']","[1.55, 1.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0]","[2.125, 1.0, 0.5, 0.0, 0.5, 0.25, 0.25, 0.0]",40,40,2020-08-12,20,24,0.028551524686098936,39.22999954223633,F
ACN,2020-05-12,2019-12-03,"[18, 31, 48]","[6, 12, 23, 36, 40, 49, 59, 75, 84, 95, 104, 112, 133, 153, 161, 165]","['2020-06-08', '2020-06-25', '2020-07-21']","['2019-12-11', '2019-12-19', '2020-01-07', '2020-01-27', '2020-01-31', '2020-02-13', '2020-02-28', '2020-03-23', '2020-04-03', '2020-04-21', '2020-05-04', '2020-05-14', '2020-06-15', '2020-07-14', '2020-07-24', '2020-07-30']","[1.4333333333333333, 1.0, 0.6666666666666666, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0]","[1.60625, 0.1875, 0.4375, 0.25, 0.3125, 0.1875, 0.1875, 0.0]",38,38,2020-08-12,64,174,0.09333472162190327,229.75,F
ACP,2020-06-23,2020-06-11,[15],"[12, 30, 36]",['2020-07-15'],"['2020-06-29', '2020-07-24', '2020-08-03']","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[2.3, 1.0, 1.0, 0.3333333333333333, 0.0, 0.0, 0.6666666666666666, 0.0]",33,34,2020-08-13,36,44,0.004441343197522944,10.470000267028807,F
ACRE,2020-07-01,2020-06-24,"[9, 15, 21]","[10, 17, 21, 27]","['2020-07-15', '2020-07-23', '2020-07-31']","['2020-07-09', '2020-07-20', '2020-07-24', '2020-08-03']","[2.3, 1.0, 1.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]","[1.475, 1.0, 0.5, 0.25, 0.25, 0.0, 0.0, 0.0]",36,34,2020-08-12,29,34,0.01053481212887403,9.84000015258789,F
ACV,2020-06-08,2020-05-14,"[7, 24, 32, 42]","[21, 31, 41, 49]","['2020-06-17', '2020-07-13', '2020-07-23', '2020-08-06']","['2020-06-15', '2020-06-29', '2020-07-14', '2020-07-24']","[2.2, 1.0, 0.5, 0.0, 0.5, 0.5, 0.25, 0.0]","[1.45, 0.75, 0.25, 0.0, 0.5, 0.0, 0.0, 0.0]",35,33,2020-08-13,47,63,0.010869791254944416,26.090999603271484,F
ADC,2020-05-27,2020-04-16,"[7, 14, 26, 36]","[12, 20, 30, 39, 50, 58, 70, 75]","['2020-06-05', '2020-06-16', '2020-07-02', '2020-07-17']","['2020-05-04', '2020-05-14', '2020-05-29', '2020-06-11', '2020-06-26', '2020-07-09', '2020-07-27', '2020-08-03']","[1.75, 1.0, 0.25, 0.0, 0.5, 0.0, 0.25, 0.0]","[1.5625, 0.75, 0.5, 0.625, 0.125, 0.0, 0.125, 0.0]",38,36,2020-08-12,54,82,0.04339780926060475,66.19999694824219,F
ADCT,2020-06-23,2020-07-14,"[7, 17, 21, 30]","[7, 13]","['2020-07-02', '2020-07-17', '2020-07-23', '2020-08-05']","['2020-07-23', '2020-07-31']","[1.975, 1.0, 0.5, 0.25, 0.5, 0.0, 0.0, 0.0]","[1.45, 1.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5]",6,6,2020-08-13,36,22,0.1070964874345888,42.650001525878906,F
ADM,2020-06-19,2020-05-14,"[9, 28]","[21, 30, 38, 45, 54]","['2020-07-02', '2020-07-30']","['2020-06-15', '2020-06-26', '2020-07-09', '2020-07-20', '2020-07-31']","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]","[1.8399999999999999, 1.0, 0.8, 0.4, 0.2, 0.0, 0.0, 0.0]",38,36,2020-08-12,37,62,0.019441445882873314,44.45000076293945,F
ADNT,2020-07-07,2020-07-20,"[7, 15, 21]","[9, 14]","['2020-07-16', '2020-07-28', '2020-08-05']","['2020-07-31', '2020-08-07']","[2.5666666666666664, 1.0, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0]","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]",38,37,2020-08-12,26,17,0.02735581439342866,17.639999389648438,F
ADS,2020-06-16,2020-06-26,"[11, 21, 27]","[9, 15, 24]","['2020-07-01', '2020-07-16', '2020-07-24']","['2020-07-10', '2020-07-20', '2020-07-31']","[1.6666666666666665, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0]","[2.066666666666667, 1.0, 1.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0]",33,31,2020-08-12,40,32,0.057990483678260527,47.84000015258789,F
ADSW,2020-04-24,2020-06-04,"[8, 15, 22, 30, 49, 56, 60, 64, 72]","[14, 21, 40]","['2020-05-06', '2020-05-15', '2020-05-27', '2020-06-08', '2020-07-06', '2020-07-15', '2020-07-21', '2020-07-27', '2020-08-06']","['2020-06-24', '2020-07-06', '2020-07-31']","[1.5666666666666664, 0.0, 0.4444444444444444, 0.3333333333333333, 0.2222222222222222, 0.4444444444444444, 0.2222222222222222, 0.0]","[2.2666666666666666, 1.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]",39,32,2020-08-12,76,48,0.009109485241745721,30.20000076293945,F
ADT,2020-07-16,2020-07-09,[12],"[12, 20]",['2020-08-03'],"['2020-07-27', '2020-08-06']","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[1.65, 1.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.0]",35,31,2020-08-12,19,24,0.038392924415464935,11.9399995803833,F
ADX,2019-11-18,2020-06-29,"[9, 27, 45, 63, 71, 91, 98, 103, 111, 120, 138, 149, 169]","[7, 18]","['2019-12-02', '2019-12-27', '2020-01-24', '2020-02-20', '2020-03-03', '2020-03-31', '2020-04-09', '2020-04-17', '2020-04-29', '2020-05-12', '2020-06-08', '2020-06-23', '2020-07-22']","['2020-07-09', '2020-07-24']","[1.3307692307692307, 0.07692307692307693, 0.5384615384615384, 0.15384615384615385, 0.23076923076923078, 0.07692307692307693, 0.07692307692307693, 0.0]","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]",33,32,2020-08-12,184,31,0.004958783303075726,16.34000015258789,F
AEB,2020-06-17,2019-06-28,[12],"[4, 35, 44, 53, 70, 77, 87, 91, 99, 108, 114, 132, 140, 168, 177, 182, 204, 221, 231, 242, 253, 259]",['2020-07-06'],"['2019-07-05', '2019-08-19', '2019-08-30', '2019-09-13', '2019-10-08', '2019-10-17', '2019-10-31', '2019-11-06', '2019-11-18', '2019-12-02', '2019-12-10', '2020-01-07', '2020-01-17', '2020-02-28', '2020-03-12', '2020-03-19', '2020-04-21', '2020-05-14', '2020-05-29', '2020-06-15', '2020-06-30', '2020-07-09']","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[1.6272727272727274, 0.13636363636363635, 0.4090909090909091, 0.13636363636363635, 0.4090909090909091, 0.045454545454545456, 0.18181818181818182, 0.0]",29,32,2020-08-12,39,283,0.009226221941328366,24.440000534057614,F
AEE,2020-07-06,2020-06-04,[14],"[7, 15, 24, 41]",['2020-07-24'],"['2020-06-15', '2020-06-25', '2020-07-09', '2020-08-03']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.8, 1.0, 0.5, 0.25, 0.25, 0.25, 0.25, 0.0]",43,36,2020-08-13,28,49,0.04659583258290241,80.59500122070312,F
AEFC,2020-07-16,2020-06-15,[12],"[7, 11, 24]",['2020-08-03'],"['2020-06-24', '2020-06-30', '2020-07-20']","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[1.7, 1.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0]",14,17,2020-08-12,19,41,0.00775024138884703,25.38999938964844,F
AEG,2020-01-02,2020-07-09,"[24, 28, 57, 68, 81, 90, 100, 108, 114, 119, 127, 134, 144]",[15],"['2020-02-06', '2020-02-12', '2020-03-25', '2020-04-09', '2020-04-29', '2020-05-12', '2020-05-27', '2020-06-08', '2020-06-16', '2020-06-23', '2020-07-06', '2020-07-15', '2020-07-29']",['2020-07-30'],"[1.3692307692307693, 0.15384615384615385, 0.5384615384615384, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.23076923076923078, 0.0]","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",33,28,2020-08-12,154,24,0.0032373631298991826,3.4500000476837163,F
AEL,2020-07-16,2020-07-30,[14],[6],['2020-08-05'],['2020-08-07'],"[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.4, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",37,38,2020-08-13,20,10,0.03632521975853372,24.809999465942386,F
AEM,2020-05-29,2020-07-14,"[9, 17, 28, 48]",[12],"['2020-06-11', '2020-06-23', '2020-07-09', '2020-08-06']",['2020-07-30'],"[1.625, 1.0, 0.5, 0.0, 0.25, 0.25, 0.25, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",39,39,2020-08-12,52,21,0.059528205461250136,77.3499984741211,F
AEO,2020-06-16,2020-07-14,"[13, 21]","[9, 14]","['2020-07-06', '2020-07-16']","['2020-07-27', '2020-08-03']","[2.05, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.5]","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]",42,34,2020-08-12,40,21,0.013278430008885315,12.210000038146973,F
AEP,2020-07-06,2020-07-09,"[14, 19, 24]","[12, 20]","['2020-07-24', '2020-07-31', '2020-08-07']","['2020-07-27', '2020-08-06']","[1.7, 1.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0]","[1.65, 1.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.0]",40,37,2020-08-12,27,24,0.0592716665607206,84.1500015258789,F
AER,2020-06-05,2020-06-11,"[7, 18, 27]","[12, 18, 35]","['2020-06-16', '2020-07-01', '2020-07-15']","['2020-06-29', '2020-07-08', '2020-07-31']","[1.6666666666666665, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0]","[2.2333333333333334, 1.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]",34,35,2020-08-13,48,44,0.03646912679202531,32.130001068115234,F
AES,2020-06-23,2019-02-19,"[8, 21]","[7, 21, 32, 42, 56, 71, 78, 84, 99, 108, 124, 140, 162, 192, 204, 211, 240, 246, 259, 272, 284, 292, 307, 312, 318, 322, 331, 350, 366]","['2020-07-06', '2020-07-23']","['2019-02-28', '2019-03-20', '2019-04-04', '2019-04-18', '2019-05-09', '2019-05-31', '2019-06-11', '2019-06-19', '2019-07-11', '2019-07-24', '2019-08-15', '2019-09-09', '2019-10-09', '2019-11-20', '2019-12-09', '2019-12-18', '2020-01-31', '2020-02-10', '2020-02-28', '2020-03-18', '2020-04-03', '2020-04-16', '2020-05-07', '2020-05-14', '2020-05-22', '2020-05-29', '2020-06-11', '2020-07-09', '2020-07-31']","[1.95, 1.0, 0.5, 0.0, 0.5, 0.5, 0.0, 0.0]","[1.5551724137931036, 0.06896551724137931, 0.4827586206896552, 0.10344827586206896, 0.3103448275862069, 0.20689655172413793, 0.20689655172413793, 0.0]",31,31,2020-08-12,35,374,0.016617610622633592,17.260000228881836,F
AFB,2020-06-23,2020-06-04,"[13, 21, 30]","[5, 35]","['2020-07-13', '2020-07-23', '2020-08-05']","['2020-06-11', '2020-07-24']","[2.0666666666666664, 1.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333]","[2.15, 1.0, 0.0, 1.0, 0.5, 0.0, 0.0, 0.5]",28,31,2020-08-12,35,48,0.002506512795722916,13.84000015258789,F
AFC,2020-06-05,2020-06-30,"[7, 24, 29, 40]","[9, 27]","['2020-06-16', '2020-07-10', '2020-07-17', '2020-08-03']","['2020-07-14', '2020-08-07']","[1.575, 1.0, 0.25, 0.25, 0.25, 0.5, 0.25, 0.0]","[1.4, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",29,36,2020-08-12,47,30,0.0062563254989919685,25.690000534057614,F
AFG,2020-06-16,2020-07-09,"[11, 21, 27]","[7, 15]","['2020-07-01', '2020-07-16', '2020-07-24']","['2020-07-20', '2020-07-30']","[1.6666666666666665, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0]","[2.15, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]",39,37,2020-08-12,40,24,0.0676502617678457,68.19999694824219,F
AFGB,2020-04-29,2020-06-15,"[9, 38]","[11, 36]","['2020-05-12', '2020-06-23']","['2020-06-30', '2020-08-05']","[0.8, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.3, 1.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.0]",3,5,2020-08-12,73,41,0.005101704062544286,28.040000915527344,F
AFGC,2020-04-17,2020-07-01,"[21, 31, 35, 48, 56, 75]",[24],"['2020-05-18', '2020-06-02', '2020-06-08', '2020-06-25', '2020-07-08', '2020-08-04']",['2020-08-05'],"[2.233333333333333, 0.6666666666666666, 0.5, 0.3333333333333333, 0.5, 0.3333333333333333, 0.16666666666666666, 0.0]","[2.7, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]",10,10,2020-08-13,82,30,0.0070618048572467715,26.84000015258789,F
AFGD,2020-07-24,2020-06-11,[6],"[21, 28, 32]",['2020-08-03'],"['2020-07-13', '2020-07-22', '2020-07-28']","[1.4, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.033333333333333, 1.0, 0.3333333333333333, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]",3,4,2020-08-12,13,43,0.0055430492666350105,26.670000076293945,F
AFGH,2020-06-24,2020-06-30,"[7, 11, 24]","[9, 15, 24]","['2020-07-06', '2020-07-10', '2020-07-29']","['2020-07-14', '2020-07-22', '2020-08-04']","[1.7, 1.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0]","[2.066666666666667, 1.0, 1.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0]",31,36,2020-08-12,34,30,0.004643228436581774,25.53000068664551,F
AFI,2020-06-29,2020-06-12,"[11, 21]","[9, 21, 31]","['2020-07-15', '2020-07-29']","['2020-06-25', '2020-07-14', '2020-07-28']","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]","[1.6666666666666665, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0]",38,37,2020-08-13,32,43,0.006150972142487876,3.390000104904175,F
