,ticker,peak_cycle_date,bot_cycle_date,peak_pattern,bot_pattern,peak_date,bot_date,peak_hit,bot_hit,all_peak_count,all_bot_count,last_date,peak_difference,bot_difference,ATR_2,current_price,signal
642,0758.HK,2019-11-27,2020-07-28,"[28, 36, 45, 81, 90, 111, 119, 147, 154, 159, 163]",[7],"['2020-01-09', '2020-01-21', '2020-02-05', '2020-03-26', '2020-04-08', '2020-05-13', '2020-05-25', '2020-07-06', '2020-07-15', '2020-07-22', '2020-07-28']",['2020-08-06'],"[1.727272727272727, 0.09090909090909091, 0.6363636363636364, 0.18181818181818182, 0.36363636363636365, 0.0, 0.09090909090909091, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",26,39,2020-08-13,175,12,0.0010432204076766976,0.25999999046325684,F
644,0760.HK,2020-06-01,2019-11-19,"[14, 18, 42, 47]","[5, 24, 56, 60, 84, 109, 128, 142, 147]","['2020-06-19', '2020-06-26', '2020-07-31', '2020-08-07']","['2019-11-26', '2019-12-23', '2020-02-12', '2020-02-18', '2020-03-23', '2020-04-29', '2020-05-28', '2020-06-17', '2020-06-24']","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]","[1.8444444444444446, 0.0, 0.4444444444444444, 0.2222222222222222, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.1111111111111111]",26,27,2020-08-13,51,181,9.820833678161074e-05,0.02500000037252903,F
647,0764.HK,2020-07-03,2020-06-26,"[5, 15]","[9, 21]","['2020-07-10', '2020-07-24']","['2020-07-10', '2020-07-28']","[1.75, 1.0, 0.5, 1.0, 0.0, 0.0, 0.0, 0.5]","[2.4, 1.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0]",30,36,2020-08-13,29,33,0.0005147071778807734,0.1430000066757202,F
648,0765.HK,2020-01-21,2020-06-03,[114],"[4, 13, 42]",['2020-07-09'],"['2020-06-09', '2020-06-22', '2020-08-04']","[1.4, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.4333333333333333, 1.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333]",3,16,2020-08-13,139,49,0.0007856787730575344,0.4449999928474426,F
649,0766.HK,2020-06-17,2020-06-23,"[9, 24, 28, 34]","[12, 30]","['2020-07-02', '2020-07-23', '2020-07-29', '2020-08-06']","['2020-07-13', '2020-08-06']","[1.75, 1.0, 0.5, 0.0, 0.25, 0.25, 0.25, 0.25]","[2.25, 1.0, 1.0, 0.5, 0.0, 0.0, 0.5, 0.0]",30,34,2020-08-13,39,35,0.0002303586986662598,0.039000000804662704,F
650,0767.HK,2020-07-09,2020-06-23,[7],"[14, 21, 30]",['2020-07-20'],"['2020-07-15', '2020-07-24', '2020-08-06']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.5666666666666664, 1.0, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0]",19,23,2020-08-13,25,35,0.0001920127399000186,0.05799999833106995,F
651,0768.HK,2020-06-05,2020-07-10,"[14, 21, 30]",[12],"['2020-06-26', '2020-07-08', '2020-07-21']",['2020-07-28'],"[2.5666666666666664, 1.0, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",23,34,2020-08-13,47,24,0.00017386585352969402,0.03099999949336052,F
652,0769.HK,2020-05-25,2020-05-13,"[21, 30]","[27, 56]","['2020-06-23', '2020-07-08']","['2020-06-19', '2020-08-03']","[2.75, 1.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0]","[1.8499999999999999, 0.5, 0.5, 0.0, 0.5, 0.5, 0.0, 0.0]",21,23,2020-08-13,56,64,0.0011404365938848758,0.479999989271164,F
653,0770.HK,2020-03-03,2019-11-01,[84],"[39, 115, 133]",['2020-07-07'],"['2019-12-30', '2020-04-21', '2020-05-19']","[4.2, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]","[1.4333333333333331, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]",5,5,2020-08-12,110,192,0.00023594955371257202,0.33000001311302185,F
656,0775.HK,2020-06-03,2020-07-16,"[15, 24]",[7],"['2020-06-24', '2020-07-09']",['2020-07-27'],"[2.4, 1.0, 1.0, 0.5, 0.0, 0.5, 0.5, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",23,15,2020-08-13,49,20,0.0010659637734579204,0.9300000071525574,F
661,0784.HK,2020-06-03,2020-07-02,"[21, 36]",[14],"['2020-07-06', '2020-07-27']",['2020-07-22'],"[2.9, 1.0, 1.0, 0.0, 0.5, 0.0, 0.5, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",25,36,2020-08-13,49,30,0.0022460257367920644,0.20100000500679016,F
662,0787.HK,2019-08-23,2020-07-30,"[21, 74, 84, 117, 129, 162, 172, 188, 217, 225, 233]",[7],"['2019-09-23', '2019-12-09', '2019-12-23', '2020-02-13', '2020-03-02', '2020-04-20', '2020-05-06', '2020-05-28', '2020-07-10', '2020-07-22', '2020-08-03']",['2020-08-10'],"[1.3999999999999997, 0.0, 0.5454545454545454, 0.09090909090909091, 0.2727272727272727, 0.0, 0.09090909090909091, 0.09090909090909091]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",19,21,2020-08-13,241,10,0.00039128064208521126,0.23100000619888306,F
664,0789.HK,2020-02-25,2020-06-02,"[63, 89, 97, 108, 112]",[28],"['2020-05-28', '2020-07-07', '2020-07-17', '2020-08-03', '2020-08-07']",['2020-07-14'],"[1.6800000000000002, 0.2, 0.4, 0.0, 0.4, 0.2, 0.2, 0.2]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",18,16,2020-08-13,116,50,0.00016238486371341338,0.04899999871850014,F
665,0794.HK,2020-05-07,2020-05-22,[51],"[20, 28, 48]",['2020-07-21'],"['2020-06-19', '2020-07-03', '2020-07-31']","[1.4, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.9333333333333333, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0]",16,24,2020-08-13,68,57,0.0018136539479500016,0.6800000071525574,F
667,0798.HK,2020-07-13,2020-01-09,"[5, 14]","[12, 36, 51, 56, 100, 127]","['2020-07-20', '2020-07-31']","['2020-01-29', '2020-03-03', '2020-03-24', '2020-03-31', '2020-06-05', '2020-07-16']","[1.8, 1.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.5]","[1.5333333333333332, 0.5, 0.5, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.0]",24,23,2020-08-13,23,147,0.0007705433830743869,0.4550000131130218,F
669,0800.HK,2020-05-21,2020-07-23,"[7, 12, 16]",[12],"['2020-06-01', '2020-06-08', '2020-06-12']",['2020-08-10'],"[1.7, 1.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",28,31,2020-08-13,58,15,0.0004931681771399916,0.164000004529953,F
670,0801.HK,2020-04-27,2020-03-23,"[8, 24]","[13, 24, 41, 74, 84]","['2020-05-11', '2020-06-02']","['2020-04-09', '2020-04-28', '2020-05-25', '2020-07-13', '2020-07-27']","[1.6, 1.0, 0.5, 0.0, 0.0, 1.0, 0.5, 0.0]","[1.56, 0.6, 0.4, 0.0, 0.2, 0.2, 0.4, 0.2]",25,28,2020-08-13,74,97,0.0006300891854281339,0.8000000119209291,F
671,0802.HK,2020-04-09,2020-06-29,"[12, 21, 28, 37, 60]","[7, 20]","['2020-04-29', '2020-05-14', '2020-05-25', '2020-06-05', '2020-07-10']","['2020-07-09', '2020-07-28']","[2.22, 0.8, 0.6, 0.2, 0.4, 0.0, 0.4, 0.0]","[1.55, 1.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0]",33,31,2020-08-13,84,32,0.0003779166166989254,0.11900000274181365,F
672,0803.HK,2020-04-17,2020-07-06,"[5, 36, 55, 65]","[9, 17, 21]","['2020-04-24', '2020-06-10', '2020-07-09', '2020-07-23']","['2020-07-17', '2020-07-29', '2020-08-04']","[1.4749999999999999, 0.75, 0.25, 0.75, 0.0, 0.0, 0.25, 0.5]","[1.6666666666666665, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0]",26,33,2020-08-13,80,28,0.00029466690605018715,0.061000000685453415,F
673,0804.HK,2020-04-01,2020-06-03,"[5, 21, 30, 35, 40, 50, 60]","[6, 27, 35, 39]","['2020-04-08', '2020-05-06', '2020-05-19', '2020-05-26', '2020-06-02', '2020-06-16', '2020-07-02']","['2020-06-11', '2020-07-14', '2020-07-24', '2020-07-30']","[2.142857142857143, 1.0, 0.42857142857142855, 0.8571428571428571, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]","[1.775, 1.0, 0.75, 0.25, 0.25, 0.0, 0.0, 0.0]",31,40,2020-08-13,90,49,0.0003475871489358653,0.15199999511241913,F
677,0809.HK,2020-06-23,2020-05-06,"[11, 21]","[8, 14, 32, 42, 51, 55]","['2020-07-10', '2020-07-24']","['2020-05-18', '2020-05-26', '2020-06-19', '2020-07-07', '2020-07-20', '2020-07-24']","[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]","[1.5333333333333334, 0.8333333333333334, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0, 0.16666666666666666]",32,31,2020-08-13,35,69,0.0001910241745547833,0.10700000077486037,F
678,0810.HK,2020-07-03,2020-03-19,[14],"[4, 12, 30, 45, 54, 91, 95]",['2020-07-23'],"['2020-03-25', '2020-04-06', '2020-05-06', '2020-05-27', '2020-06-09', '2020-08-03', '2020-08-07']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.6142857142857143, 1.0, 0.5714285714285714, 0.42857142857142855, 0.14285714285714285, 0.0, 0.14285714285714285, 0.0]",27,40,2020-08-13,29,99,0.00032940468816180786,0.10499999672174454,F
680,0812.HK,2019-08-01,2020-06-17,"[12, 25, 42, 48, 88, 98, 132, 154, 168, 183, 188, 192, 220, 224, 229, 242]","[4, 8, 15, 21, 26, 30]","['2019-08-19', '2019-09-05', '2019-09-30', '2019-10-10', '2019-12-05', '2019-12-19', '2020-02-12', '2020-03-13', '2020-04-02', '2020-04-27', '2020-05-06', '2020-05-12', '2020-06-19', '2020-06-26', '2020-07-06', '2020-07-23']","['2020-06-23', '2020-06-30', '2020-07-10', '2020-07-20', '2020-07-27', '2020-07-31']","[1.6687500000000002, 0.125, 0.4375, 0.125, 0.3125, 0.3125, 0.3125, 0.0]","[1.4166666666666667, 1.0, 0.5, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.0, 0.0]",28,35,2020-08-13,257,39,0.0002775208419218074,0.18400000035762787,F
689,0821.HK,2020-05-14,2020-03-30,"[10, 17, 21, 30, 50, 60]","[12, 28, 36, 42, 46, 56, 63]","['2020-05-28', '2020-06-08', '2020-06-12', '2020-06-26', '2020-07-27', '2020-08-10']","['2020-04-17', '2020-05-13', '2020-05-25', '2020-06-02', '2020-06-08', '2020-06-22', '2020-07-03']","[1.7666666666666666, 1.0, 0.5, 0.6666666666666666, 0.16666666666666666, 0.0, 0.16666666666666666, 0.0]","[2.3, 0.7142857142857143, 0.5714285714285714, 0.0, 0.5714285714285714, 0.14285714285714285, 0.2857142857142857, 0.0]",29,24,2020-08-13,63,92,0.001966228283950162,0.5400000214576721,F
690,0822.HK,2020-07-15,2020-05-29,[15],"[13, 30, 39, 48]",['2020-08-05'],"['2020-06-17', '2020-07-14', '2020-07-27', '2020-08-07']","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[1.7249999999999999, 1.0, 0.75, 0.25, 0.0, 0.25, 0.25, 0.25]",22,31,2020-08-13,21,52,0.0011999279413478865,0.4749999940395355,F
694,0827.HK,2020-06-23,2020-06-09,[7],"[5, 30]",['2020-07-06'],"['2020-06-16', '2020-07-23']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.75, 1.0, 0.5, 1.0, 0.0, 0.0, 0.0, 0.5]",28,35,2020-08-13,35,45,0.00021305292157043211,0.0689999982714653,F
695,0828.HK,2020-04-28,2020-05-08,"[9, 19, 30, 36, 48, 60, 65, 70]","[5, 12, 25, 41, 48, 52, 60]","['2020-05-13', '2020-05-27', '2020-06-11', '2020-06-19', '2020-07-09', '2020-07-27', '2020-08-03', '2020-08-10']","['2020-05-15', '2020-05-26', '2020-06-12', '2020-07-08', '2020-07-17', '2020-07-23', '2020-08-04']","[1.9375, 0.875, 0.625, 0.5, 0.125, 0.125, 0.375, 0.0]","[1.5285714285714287, 0.8571428571428571, 0.42857142857142855, 0.42857142857142855, 0.0, 0.14285714285714285, 0.42857142857142855, 0.14285714285714285]",24,21,2020-08-13,73,67,0.0009607585792970123,0.2700000107288361,F
696,0829.HK,2020-06-22,2020-03-19,"[19, 24, 30]","[22, 30, 35, 42, 60, 90]","['2020-07-21', '2020-07-28', '2020-08-05']","['2020-04-22', '2020-05-06', '2020-05-13', '2020-05-22', '2020-06-17', '2020-07-31']","[1.6666666666666667, 1.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0]","[2.3, 1.0, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.0, 0.16666666666666666, 0.0]",26,19,2020-08-13,36,99,0.00037306852710223767,0.25999999046325684,F
697,0830.HK,2020-03-26,2020-05-22,"[5, 12, 18, 78, 91]","[6, 35]","['2020-04-02', '2020-04-15', '2020-04-23', '2020-07-22', '2020-08-10']","['2020-06-01', '2020-07-14']","[1.72, 0.8, 0.6, 0.2, 0.2, 0.0, 0.2, 0.2]","[2.15, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]",27,20,2020-08-13,94,57,0.001016639195865278,0.5299999713897705,F
700,0833.HK,2020-03-12,2019-12-19,"[17, 21, 33, 51, 55, 90, 96]","[6, 32, 42, 55, 60, 96, 127, 153]","['2020-04-06', '2020-04-14', '2020-05-04', '2020-05-28', '2020-06-03', '2020-07-24', '2020-08-03']","['2019-12-31', '2020-02-10', '2020-02-24', '2020-03-12', '2020-03-19', '2020-05-14', '2020-06-29', '2020-08-05']","[1.7714285714285714, 0.8571428571428571, 0.7142857142857143, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]","[1.7125, 0.75, 0.625, 0.25, 0.125, 0.25, 0.25, 0.125]",26,24,2020-08-13,104,159,0.0011899145329573122,0.5,F
701,0834.HK,2019-11-27,2020-07-17,[126],[12],['2020-06-03'],['2020-08-04'],"[3.2, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",11,20,2020-08-13,175,19,0.00047424388449240966,0.3499999940395355,F
704,0838.HK,2020-07-13,2020-05-15,[5],"[20, 24, 49]",['2020-07-20'],"['2020-06-12', '2020-06-18', '2020-07-27']","[1.4, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]","[1.8666666666666665, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0]",26,23,2020-08-13,23,62,0.001074662403368191,0.44999998807907104,F
706,0840.HK,2020-06-10,2020-07-03,"[7, 21, 34, 39]","[5, 24]","['2020-06-19', '2020-07-13', '2020-07-30', '2020-08-06']","['2020-07-10', '2020-08-06']","[1.925, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.25]","[2.05, 1.0, 0.5, 0.5, 0.0, 0.5, 0.5, 0.5]",28,36,2020-08-13,44,29,0.0012292042534481251,0.30000001192092896,F
707,0841.HK,2020-06-26,2020-06-03,"[5, 15]","[16, 21, 25, 30]","['2020-07-06', '2020-07-20']","['2020-06-26', '2020-07-06', '2020-07-10', '2020-07-17']","[1.75, 1.0, 0.5, 1.0, 0.0, 0.0, 0.0, 0.5]","[1.7249999999999999, 1.0, 0.5, 0.5, 0.25, 0.25, 0.0, 0.0]",33,32,2020-08-13,33,49,0.00036009367038653797,0.20000000298023224,F
708,0842.HK,2020-06-19,2020-07-20,"[5, 9, 13, 21]",[15],"['2020-06-29', '2020-07-06', '2020-07-10', '2020-07-22']",['2020-08-10'],"[1.725, 1.0, 0.5, 0.25, 0.25, 0.0, 0.0, 0.5]","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",24,24,2020-08-13,37,18,0.0007149902903041488,0.44999998807907104,F
709,0844.HK,2020-05-18,2019-11-08,"[9, 49]","[7, 21, 28, 33, 55, 63, 72, 79, 86, 91, 120, 132, 138, 159, 181, 185]","['2020-05-29', '2020-07-28']","['2019-11-19', '2019-12-09', '2019-12-18', '2019-12-27', '2020-01-31', '2020-02-12', '2020-02-25', '2020-03-05', '2020-03-16', '2020-03-23', '2020-05-07', '2020-05-25', '2020-06-02', '2020-07-03', '2020-08-04', '2020-08-10']","[1.7, 0.5, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]","[1.625, 0.0625, 0.5, 0.1875, 0.3125, 0.125, 0.1875, 0.0625]",24,28,2020-08-13,61,188,0.0014634377188467256,0.3499999940395355,F
710,0845.HK,2020-01-09,2020-05-12,"[6, 35, 65, 75, 80, 84, 93, 133, 139]","[6, 23, 35, 60]","['2020-01-17', '2020-03-02', '2020-04-15', '2020-04-29', '2020-05-08', '2020-05-14', '2020-05-27', '2020-07-24', '2020-08-03']","['2020-05-20', '2020-06-12', '2020-07-02', '2020-08-06']","[1.6555555555555557, 0.0, 0.4444444444444444, 0.4444444444444444, 0.3333333333333333, 0.1111111111111111, 0.1111111111111111, 0.0]","[1.9, 1.0, 0.5, 0.5, 0.25, 0.0, 0.25, 0.0]",23,23,2020-08-13,147,65,0.0006156207025055582,0.2750000059604645,F
711,0848.HK,2020-06-22,2020-04-02,[24],"[28, 48, 59, 72]",['2020-07-28'],"['2020-05-18', '2020-06-15', '2020-07-02', '2020-07-21']","[2.7, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[1.9, 0.75, 0.5, 0.0, 0.25, 0.5, 0.5, 0.0]",20,17,2020-08-13,36,89,0.0003461095171882192,0.3700000047683716,F
712,0851.HK,2019-11-27,2019-03-06,"[5, 14, 48, 55, 61, 70, 80, 92, 99, 105, 117, 128, 133, 146]","[9, 15, 28, 39, 49, 54, 84, 91, 97, 104, 110, 129, 138, 144, 162, 181, 185, 219, 229, 240, 247, 252, 258, 270, 281, 295, 304, 314, 336]","['2019-12-04', '2019-12-17', '2020-02-10', '2020-02-19', '2020-02-27', '2020-03-11', '2020-03-25', '2020-04-14', '2020-04-23', '2020-05-05', '2020-05-21', '2020-06-05', '2020-06-12', '2020-07-03']","['2019-03-19', '2019-03-27', '2019-04-16', '2019-05-06', '2019-05-21', '2019-05-28', '2019-07-11', '2019-07-22', '2019-07-30', '2019-08-08', '2019-08-16', '2019-09-12', '2019-09-25', '2019-10-04', '2019-10-31', '2019-11-27', '2019-12-03', '2020-01-23', '2020-02-10', '2020-02-25', '2020-03-05', '2020-03-12', '2020-03-20', '2020-04-07', '2020-04-24', '2020-05-18', '2020-05-29', '2020-06-12', '2020-07-16']","[1.4142857142857141, 0.21428571428571427, 0.2857142857142857, 0.35714285714285715, 0.2857142857142857, 0.21428571428571427, 0.07142857142857142, 0.14285714285714285]","[1.4241379310344828, 0.10344827586206896, 0.5172413793103449, 0.20689655172413793, 0.20689655172413793, 0.1724137931034483, 0.1724137931034483, 0.0]",31,34,2020-08-13,175,356,0.00012070476269079918,0.027000000700354576,F
713,0852.HK,2020-05-25,2020-07-02,"[7, 12, 28, 51]","[10, 18, 24]","['2020-06-03', '2020-06-10', '2020-07-06', '2020-08-06']","['2020-07-16', '2020-07-28', '2020-08-05']","[2.05, 1.0, 0.5, 0.0, 0.5, 0.0, 0.25, 0.0]","[1.6666666666666667, 1.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0]",31,31,2020-08-13,56,30,0.0005651274357447906,0.3700000047683716,F
719,0858.HK,2020-07-13,2020-02-20,"[7, 15]","[11, 28, 35, 63, 69, 89]","['2020-07-22', '2020-08-03']","['2020-03-06', '2020-03-31', '2020-04-09', '2020-05-25', '2020-06-02', '2020-07-02']","[2.15, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]","[1.7, 0.5, 0.3333333333333333, 0.16666666666666666, 0.5, 0.0, 0.0, 0.16666666666666666]",29,35,2020-08-13,23,119,0.0002407945258727385,0.09300000220537186,F
720,0859.HK,2019-08-09,2020-07-14,"[7, 21, 25, 41, 45, 64, 80, 93, 114, 120, 135, 164, 202, 217, 239]",[12],"['2019-08-20', '2019-09-09', '2019-09-13', '2019-10-09', '2019-10-15', '2019-11-11', '2019-12-03', '2019-12-20', '2020-01-23', '2020-02-04', '2020-02-25', '2020-04-06', '2020-06-03', '2020-06-24', '2020-07-28']",['2020-07-30'],"[1.2666666666666666, 0.13333333333333333, 0.4, 0.3333333333333333, 0.2, 0.2, 0.06666666666666667, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",26,32,2020-08-13,251,22,0.0012936910419246964,0.35499998927116394,F
721,0860.HK,2020-07-21,2020-03-19,[7],"[13, 28, 42, 62, 75, 84]",['2020-07-30'],"['2020-04-07', '2020-05-04', '2020-05-22', '2020-06-19', '2020-07-10', '2020-07-23']","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.066666666666667, 0.5, 0.5, 0.16666666666666666, 0.5, 0.0, 0.16666666666666666, 0.16666666666666666]",20,25,2020-08-13,17,99,0.0008314200970172352,0.4399999976158142,F
723,0862.HK,2020-04-16,2020-02-27,"[13, 21, 36, 48, 60, 73]","[12, 24, 28, 57, 65]","['2020-05-07', '2020-05-19', '2020-06-09', '2020-06-26', '2020-07-15', '2020-08-03']","['2020-03-16', '2020-04-01', '2020-04-07', '2020-05-22', '2020-06-03']","[2.05, 0.8333333333333334, 0.6666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.5, 0.16666666666666666]","[1.92, 1.0, 0.6, 0.2, 0.2, 0.2, 0.4, 0.0]",29,28,2020-08-13,81,114,0.0006077892571860428,0.2800000011920929,F
725,0864.HK,2019-07-04,2020-05-05,"[63, 96, 132, 140, 150, 159, 163, 168, 196, 249]","[6, 21]","['2019-10-02', '2019-11-19', '2020-01-13', '2020-01-23', '2020-02-10', '2020-02-21', '2020-02-27', '2020-03-05', '2020-04-16', '2020-07-06']","['2020-05-13', '2020-06-03']","[2.14, 0.0, 0.7, 0.2, 0.4, 0.2, 0.3, 0.0]","[2.4, 1.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0]",16,18,2020-08-13,277,70,0.00029120466338910465,0.3950000107288361,F
726,0865.HK,2019-11-28,2020-06-08,"[6, 19, 36, 70, 84, 98, 111, 120, 130, 138, 144, 157, 161]","[9, 18, 35]","['2019-12-06', '2019-12-27', '2020-01-22', '2020-03-12', '2020-04-01', '2020-04-23', '2020-05-14', '2020-05-27', '2020-06-10', '2020-06-22', '2020-07-02', '2020-07-21', '2020-07-27']","['2020-06-19', '2020-07-06', '2020-07-29']","[1.7923076923076922, 0.07692307692307693, 0.5384615384615384, 0.23076923076923078, 0.3076923076923077, 0.15384615384615385, 0.3076923076923077, 0.0]","[1.9, 1.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]",33,34,2020-08-13,174,46,0.0005047243006263465,0.119999997317791,F
727,0866.HK,2020-07-07,2020-07-20,"[9, 14]",[7],"['2020-07-20', '2020-07-27']",['2020-07-29'],"[1.8, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]","[2.2, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",37,36,2020-08-13,27,18,0.0004331466156111972,0.1340000033378601,F
730,0869.HK,2020-02-14,2019-04-12,"[9, 15, 35, 45, 51, 64, 104, 108]","[18, 25, 48, 60, 84, 100, 120, 129, 134, 146, 231, 239, 312]","['2020-02-27', '2020-03-06', '2020-04-03', '2020-04-21', '2020-04-29', '2020-05-20', '2020-07-17', '2020-07-23']","['2019-05-14', '2019-05-23', '2019-06-26', '2019-07-15', '2019-08-16', '2019-09-09', '2019-10-09', '2019-10-22', '2019-10-29', '2019-11-14', '2020-03-19', '2020-03-31', '2020-07-20']","[1.6375, 0.875, 0.625, 0.375, 0.125, 0.25, 0.125, 0.0]","[1.7307692307692306, 0.07692307692307693, 0.6153846153846154, 0.3076923076923077, 0.15384615384615385, 0.23076923076923078, 0.38461538461538464, 0.0]",14,17,2020-08-13,123,330,0.00024344029496868887,0.2380000054836273,F
731,0871.HK,2019-12-09,2020-05-22,"[13, 18, 30, 36, 49, 72, 87, 93, 98, 103, 112, 141, 150]","[7, 45]","['2019-12-30', '2020-01-07', '2020-01-23', '2020-02-04', '2020-02-21', '2020-03-25', '2020-04-17', '2020-04-27', '2020-05-06', '2020-05-13', '2020-05-26', '2020-07-08', '2020-07-21']","['2020-06-02', '2020-07-28']","[1.561538461538462, 0.07692307692307693, 0.6153846153846154, 0.15384615384615385, 0.23076923076923078, 0.15384615384615385, 0.15384615384615385, 0.07692307692307693]","[2.15, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]",38,31,2020-08-13,167,57,0.00026132524513119016,0.045000001788139336,F
732,0872.HK,2020-07-07,2020-07-13,[21],[15],['2020-08-05'],['2020-08-03'],"[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[2.0999999999999996, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",29,34,2020-08-13,27,23,0.0006589662484182532,0.2240000069141388,F
735,0876.HK,2020-07-07,2020-03-20,"[7, 12, 17, 21]","[6, 15, 21, 42, 67, 71, 75]","['2020-07-16', '2020-07-23', '2020-07-30', '2020-08-05']","['2020-03-30', '2020-04-14', '2020-04-22', '2020-05-25', '2020-06-30', '2020-07-07', '2020-07-13']","[2.05, 1.0, 0.5, 0.0, 0.5, 0.0, 0.25, 0.0]","[1.7999999999999998, 0.8571428571428571, 0.7142857142857143, 0.2857142857142857, 0.2857142857142857, 0.0, 0.0, 0.0]",39,34,2020-08-13,27,98,0.000328397084762672,0.13500000536441806,F
743,0885.HK,2019-09-24,2019-12-12,"[39, 105]",[42],"['2019-11-20', '2020-02-27']",['2020-02-17'],"[2.65, 0.5, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0]","[3.4, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]",12,10,2020-08-13,219,164,1.437315038596129e-05,0.009999999776482582,F
